systemstop,objectid,street,routesstpg,public_nam,point_x,point_y
2219,9471,KING DRIVE,3,5200 S King Drive,-87.61621334,41.80039494
819,9472,GRAND,65,Grand & Kenton,-87.74017967,41.91169701
9921,9473,NORTHWEST HWY,68,Northwest Hwy & Washington,-87.82636941,42.00916872
11717,9474,RIDGELAND,86,Ridgeland & Iowa,-87.78505064,41.89648615
4855,9475,MARINE DRIVE,"136,146,148",Marine Drive & Gunnison,-87.650021,41.970189
2223,9476,KING DRIVE,3,King Drive & Garfield,-87.61603596,41.79422663
12882,9477,PULASKI,"53A,103",Pulaski & 100th Street,-87.72119748,41.71139105
8980,9478,PULASKI,53,5300 N Pulaski,-87.72838448,41.97761648
14738,9479,DODGE,93,Dodge & Oakton,-87.699609,42.02665914
5563,9480,MILWAUKEE,56,Milwaukee & Wisner,-87.71428417,41.93337526
9910,9481,NORTHWEST HWY,68,Northwest Hwy & Overhill,-87.81891211,42.00458322
17295,9482,SHERIDAN,201,Sheridan & Foster,-87.67733964,42.05372376
5827,9483,HALSTED,8,Halsted & 41st Street,-87.64592815,41.82028471
15261,10356,63RD STREET,63W,63rd Street & Lorel,-87.75535565,41.77811252
4816,10357,FOSTER,"92,93",Foster & Virginia,-87.70292765,41.97589979
243,10358,HARRISON,7,4630 W Harrison,-87.74082431,41.87324864
10898,10359,74TH STREET,75,74th Street & Aberdeen,-87.65134782,41.75969892
4126,10360,ARMITAGE,73,Armitage & Karlov,-87.72880241,41.91719113
5227,10361,JEFFERY,15,Jeffery & 85th Street,-87.5758378,41.74061396
8883,10362,DAMEN,50,Damen & 17th Street,-87.67609751,41.85842163
11306,10363,FOREST PRES DR,78,Forest Preserve Avenue & Montrose,-87.79430097,41.95991262
2575,10364,COTTAGE GROVE,4,Cottage Grove & Anthony,-87.60564557,41.76360531
7292,10365,AVENUE O,30,11919 S Avenue O,-87.54018287,41.67893881
8982,10366,PULASKI,53,5061 N Pulaski,-87.72826651,41.97347698
7321,10367,BALTIMORE,30,Baltimore & 133rd Street,-87.54724527,41.65377072
9608,10368,AUSTIN,91,Austin & Adams,-87.774613,41.877671
17409,10369,CANAL,44,Canal & 23rd Place,-87.63854382,41.84955024
14700,10370,GOLF ROAD,205,Golf Road & Kedvale,-87.73112048,42.05519909
10899,10371,76TH STREET,75,1330 W 76th Street,-87.6577963,41.75596989
3560,10372,DEMPSTER,"54A,97",Dempster & Bronx,-87.75047178,42.04087391
14050,10373,KING DRIVE,"4,111A,115",King Drive & 113th Street,-87.61317983,41.6890275
5976,10374,HALSTED,"8A,108",Halsted & 126th Street,-87.641385,41.664935
13135,10375,DODGE,"93,206",Dodge & Church,-87.69882993,42.04822046
2967,10376,COTTAGE GROVE,"4,115",Cottage Grove & 105th Street,-87.60724793,41.70369159
10385,10377,CICERO,54B,7100 S Cicero,-87.74154304,41.76410682
1507,10378,McCORMICK,"11,82",McCormick & Devon,-87.71150524,41.99715788
3187,10379,CALIFORNIA,52,California & Cortland,-87.697064,41.915599
14178,10380,111TH STREET,112,111th Street & Harding Terminal,-87.71925311,41.6910758
5043,10381,RACINE,44,Racine & 85th Street,-87.65335207,41.73951366
241,10382,HARRISON,7,Harrison & Kilbourn,-87.73746946,41.87334431
5131,10383,26TH STREET,44,26th Street & Normal,-87.6397758,41.8454583
15308,10384,CHICAGO,66,Chicago & Hoyne,-87.67991996,41.89593758
9316,10385,BELMONT,77,Belmont & Hamlin,-87.72204995,41.93919721
11092,10386,DIVERSEY,76,Diversey & Linder,-87.76369628,41.93137197
15161,10387,75TH STREET,75,75th Street & South Chicago,-87.5963908,41.75875426
7777,10388,PERSHING,39,2300 W Pershing,-87.6825541,41.82309974
13072,10389,59TH STREET,59,59th Street & Oakley,-87.68098484,41.78658736
5737,10390,IRVING PARK,80,Irving Park & Normandy,-87.79371363,41.95284532
973,10391,NORTH AVENUE,72,North Ave & Kenton,-87.740453,41.909795
12464,10392,ADDISON,152,Addison & Pittsburgh,-87.832846,41.944807
14182,10393,WESTERN,"49,X49",Western & Berwyn Terminal,-87.68952073,41.97851729
14686,10394,CENTRAL STREET,"201,206",Central Street & Prospect,-87.72576,42.06453
11928,10395,93RD STREET,"N5,95",93rd Street & Ellis,-87.59971124,41.72571976
5601,10396,IRVING PARK,80,Irving Park & Oriole,-87.81723077,41.95245651
14251,10397,GOLF ROAD,205,Golf Road & Crawford,-87.7276296,42.05516421
15239,10398,106TH STREET,"26,100",106th Street & Avenue M,-87.53781907,41.70267957
8136,10399,47TH STREET,47,47th Street & Karlov,-87.72612828,41.80777993
7669,10400,35TH STREET,35,35th Street & Iron,-87.65943016,41.83051918
9425,10401,87TH STREET,87,87th Street & Kimbark,-87.59308252,41.73674995
12122,10402,103RD STREET,103,103rd Street & Springfield,-87.71856286,41.70584578
3360,10403,65TH STREET,165,65th Street & Mobile,-87.77862837,41.77398678
3363,10404,65TH STREET,165,65th Street & Austin,-87.77150964,41.77411806
12496,10405,ADDISON,152,Addison & Linder,-87.76440121,41.94582218
10389,10406,CICERO,"54B,63,63W,165",6200 S Cicero,-87.74215378,41.7801717
8127,10407,CICERO,"47,54B",Cicero & 49th Street,-87.74290305,41.80389695
10602,10408,GARFIELD,55,Garfield & Laflin,-87.66237626,41.79413492
6991,10409,104TH STREET,71,2701 E 104th Street,-87.55907698,41.70633394
5745,10410,IRVING PARK,80,Irving Park & Oketo,-87.81207829,41.95272912
12432,10411,119TH STREET,119,119th Street & Page,-87.6650491,41.67754774
2694,10412,79TH STREET,79,79th Street & Kenton,-87.7363478,41.74934871
980,10413,NORTH AVENUE,72,North Ave & Lockwood,-87.75838061,41.9095475
8108,10414,47TH STREET,47,47th Street & Hamlin,-87.718489,41.807996
6359,10415,RANDOLPH,60,Randolph & Columbus,-87.620314,41.884552
12028,10416,93RD STREET,"N5,95",93rd Street & Ellis,-87.5995349,41.72583962
7314,10417,132ND STREET,30,132nd Street & Exchange,-87.55178723,41.65554602
14749,7467,KEDZIE,11,Kedzie & Birchwood,-87.70881348,42.01734084
5161,7468,RACINE,44,Racine & 49th Street,-87.655191,41.805229
1837,7469,CLARK,"22,36",Clark & Arlington,-87.64150687,41.92701162
9803,7470,HIGGINS,88,Higgins & Marmora,-87.77566077,41.97258148
4226,7471,CALIFORNIA,94,California & Walnut,-87.696485,41.885332
2838,7472,COTTAGE GROVE,"4,111A,115",Cottage Grove & 112th Street,-87.610374,41.691073
6572,7473,VINCENNES,112,Vincennes & 97th Place,-87.6523343,41.71707073
8825,7474,DAMEN,50,Damen & Belle Plaine,-87.678879,41.956058
5496,7475,MILWAUKEE,56,Milwaukee & Chicago,-87.655775,41.896396
15764,7476,NAGLE,86,Nagle & Gunnison,-87.78813034,41.96846764
5761,7477,HALSTED,8,Halsted & Aldine,-87.649395,41.941883
4510,7478,ARCHER,62,Archer & Kildare,-87.73059118,41.80067267
6575,7479,VINCENNES,112,Vincennes & 100th Place,-87.65436772,41.71150862
14414,7480,GRANT,205,Grant & Central Park,-87.71782308,42.05888868
9885,7481,NORTHWEST HWY,68,Northwest Hwy & Menard,-87.77321083,41.97796614
5489,7482,MILWAUKEE,56,Milwaukee & Division,-87.666886,41.903534
2454,7483,LAFAYETTE,29,Lafayette & 87th Street,-87.62546,41.735963
1451,7484,CLARK,"22,36,73",Clark & LaSalle,-87.632857,41.913409
2414,7485,STATE,29,4900 S State,-87.626065,41.805723
11127,7486,KIMBALL,82,Kimball & Lawrence (Brown Line),-87.7134349,41.9680992
9054,7487,PULASKI,53,Pulaski & Ogden,-87.72482802,41.85073482
4509,7488,ARCHER,62,Archer & Keeler,-87.72851617,41.80099757
9556,7489,AUSTIN,91,Austin & Lawrence,-87.77734769,41.96743333
9039,7490,PULASKI,53,Pulaski Blue Line Station,-87.72553092,41.87383211
1430,7491,STATE,"2,6,10,29,36,62,130,146,148",State & Van Buren,-87.62776397,41.8769928
18083,7492,CLARK,22,Clark & Roscoe,-87.65362186,41.94374757
18180,7493,ASHLAND,9,Ashland & Marquette Rd,-87.66415839,41.77198218
18176,7494,HOMAN,82,Homan & Chicago,-87.71135273,41.89573764
18181,7495,ASHLAND,9,Ashland & 71st Street,-87.66392887,41.76464864
18182,7496,ASHLAND,"9,X9",Ashland & 79th Street,-87.66357695,41.750179
18184,7497,HALSTED,8,UIC-Halsted Blue Line Station,-87.6470767,41.87550381
18185,7498,CICERO,"47,54B,62,62H",Cicero & 55th Street,-87.74210996,41.79349005
18203,7499,LINCOLN,11,Lincoln & Wilson,-87.6862116,41.96518177
18186,7500,LINCOLN,11,Lincoln & Sunnyside,-87.68490827,41.9629133
18202,7501,LINCOLN,11,Lincoln & Cullom,-87.68264568,41.95982389
18187,7502,LINCOLN,11,Lincoln & Berteau,-87.68122426,41.957548
18201,7503,LINCOLN,11,Lincoln & Berteau,-87.6813639,41.95800057
18188,7504,LINCOLN,11,Lincoln & Grace/Wolcott,-87.67599683,41.9500645
18189,7505,LINCOLN,11,Lincoln & Addison,-87.67364374,41.94666809
18200,7506,LINCOLN,11,Lincoln & Roscoe,-87.67149175,41.94385934
18190,7507,LINCOLN,11,Lincoln & School/Marshfield,-87.66986073,41.94128156
18199,7508,LINCOLN,11,Lincoln & School/Marshfield,-87.67018592,41.94199039
18198,7509,LINCOLN,11,Lincoln & Barry/Greenview,-87.66651348,41.93821005
18191,7510,LINCOLN,11,Lincoln & Wellington/Southport,-87.66333921,41.93578459
18197,7511,LINCOLN,11,Lincoln & Wellington/Southport,-87.6641221,41.93650399
18192,7512,LINCOLN,11,Lincoln & George/Lakewood,-87.66087582,41.93402803
18196,7513,LINCOLN,11,Lincoln & George/Lakewood,-87.66152416,41.93465038
18193,7514,LINCOLN,11,Lincoln & Diversey/Racine,-87.65835156,41.93220422
18195,7515,LINCOLN,11,Lincoln & Diversey/Racine,-87.6591617,41.93296707
18194,7516,SHEFFIELD,11,Sheffield & Altgeld,-87.65373551,41.92700611
18204,7517,35TH STREET,35,35th Street & Ashland,-87.66522293,41.83043656
18205,7518,35TH STREET,35,35th Street & Morgan,-87.6506883,41.83062211
18206,7519,35TH STREET,35,35th Street & Halsted,-87.64635985,41.83081119
18208,7520,95TH STREET,100,95th Street & Clyde,-87.57152866,41.72245576
18209,7521,95TH STREET,100,95th Street & Paxton,-87.5707395,41.72258681
18213,7522,HALSTED,8,Halsted & 29th Street,-87.6464543,41.84142377
18211,7523,PULASKI,53A,Pulaski & 87th Street,-87.72130967,41.73555019
18212,7524,HALSTED,8,Halsted & 30th Street,-87.64618885,41.84009137
18215,7525,HALSTED,8,Halsted & 29th Street,-87.64628081,41.84187661
18214,7526,WENTWORTH,24,Wentworth & 26th Street,-87.63191315,41.84521602
18223,7527,CHICAGO,66,Chicago & State (Red Line),-87.62791644,41.89661351
18224,7528,MIES VAN DER ROHE,"10,125,157",Mies Van Der Rohe & Pearson,-87.62177876,41.89748074
15871,8473,NAGLE,86,Nagle & Narragansett/Sunnyside,-87.78716813,41.96332076
9799,8474,GALE,"85,88",Gale & Higgins,-87.76505004,41.9697379
5478,8475,MILWAUKEE,56,Milwaukee & Oakley/Moffat,-87.68509156,41.91516377
5180,8476,RACINE,44,Racine & 66th Street,-87.65441555,41.77416611
9002,8477,PULASKI,53,Pulaski & Barry,-87.72722665,41.93736614
10940,8478,75TH STREET,75,75th Street & Drexel,-87.60304842,41.75852099
3300,8479,NARRAGANSETT,55N,Narragansett & 63rd Place Terminal,-87.78158992,41.77655992
13013,8480,61ST STREET,59,61st Street & Ingleside,-87.60287416,41.78402821
18127,8481,SHERIDAN,"147,151",Sheridan & Birchwood,-87.66551305,42.01802283
18252,8482,JACKSON,"28,124",Union Station Transit Center,-87.63987892,41.87784583
18251,8483,JACKSON,151,Union Station Transit Center,-87.63986942,41.8777454
18250,8484,JACKSON,156,Union Station Transit Center,-87.63985173,41.87764708
7563,8485,130TH STREET,"34,108",130th Street & Daniel Drive,-87.61519997,41.65901927
12460,8486,119TH STREET,119,119th Street & Perry,-87.62524002,41.67794172
4584,8487,55TH STREET,"55A,55N",55th Street & Long,-87.757523,41.79275
15471,8488,63RD STREET,63,63rd Street & Springfield,-87.72010307,41.77863719
3734,8489,LAWRENCE,81,Lawrence & Kenton,-87.742962,41.968024
8167,8490,47TH STREET,47,47th Street & Throop,-87.6577837,41.80863283
1939,8491,CLARK,22,Clark & Ainslie,-87.667756,41.971777
2180,8492,KING DRIVE,3,2800 S King Drive,-87.61713,41.84335
10817,8493,YATES,71,Yates & 72nd Street,-87.566418,41.764265
4193,8494,CALIFORNIA,94,California & 16th Street,-87.69557822,41.85905154
1289,8495,NARRAGANSETT,86,2500 N Narragansett,-87.78559993,41.92585801
5451,8496,MILWAUKEE,56,Milwaukee & Tripp,-87.73313558,41.94470235
14024,8497,BRAINARD,30,Hegewisch Metra Station,-87.54267437,41.64582677
9846,8498,TALCOTT,88,Talcott & Canfield,-87.821923,41.993329
4397,8499,ARCHER,"62,62H",Archer & Laramie,-87.75284268,41.79708219
4266,8500,CALIFORNIA,"35,94",California & 36th Place,-87.694803,41.827399
11684,8501,CENTRAL,85A,Central & Leonard,-87.768329,41.987273
1854,8502,CLARK,22,Clark & Delaware,-87.631386,41.899361
5220,8503,JEFFERY,15,Jeffery & 78th Street,-87.576067,41.753217
11668,8504,LEHIGH,85A,Lehigh & Greenleaf,-87.77212,42.009494
11648,8505,CALDWELL,85A,Caldwell & Keota,-87.772719,42.000128
14259,8506,RIDGE,"201,206",Ridge & Monroe,-87.68625734,42.03091406
4275,8507,CALIFORNIA,94,California & 46th Street,-87.694315,41.810188
12833,8508,PULASKI,53A,Pulaski & 33rd Street,-87.724336,41.833338
7296,8509,AVENUE O,30,12800 S Avenue O,-87.53978978,41.66424472
12703,8510,CHICAGO AVENUE,205,Chicago Avenue & Main (Purple Line),-87.67944272,42.03402607
12874,8511,PULASKI,53A,Pulaski & Main (8800 South),-87.72170449,41.73264962
5546,8512,MILWAUKEE,56,Milwaukee & Oakley/Moffat,-87.68477,41.91518572
14379,8513,GREEN BAY RD,206,Green Bay Rd & Lincoln,-87.6971884,42.06221171
2260,8514,KING DRIVE,3,King Drive & 91st Street,-87.61437235,41.72916295
5859,8515,HALSTED,8,Halsted & 75th Street,-87.64430328,41.75847015
11770,8516,HARLEM,90,Harlem & Montrose,-87.80730873,41.95995709
4278,8517,CALIFORNIA,94,California & 52nd Street,-87.693905,41.799243
5222,8518,JEFFERY,15,Jeffery & 80th Street,-87.5759888,41.74969198
17748,8519,111TH STREET,112,111th Street & Lawndale,-87.71354751,41.69144563
3283,8520,63RD STREET,63W,63rd Street & Lavergne,-87.74708624,41.77838248
8931,8521,DAMEN,50,Damen & Churchill,-87.67748,41.914713
11521,8522,CENTRAL,85,Central & Lawrence,-87.76756553,41.9678884
14774,8523,GRAND,65,Grand & Milwaukee (Blue Line),-87.64814714,41.89125052
7035,8524,S. SHORE DRIVE,"6,26",S. Shore Drive & 68th Street,-87.56652865,41.77193741
12623,8525,ADDISON,152,Addison & Oketo,-87.81173804,41.9452661
6407,8526,26TH STREET,60,26th Street & Karlov,-87.72608652,41.84431097
3212,8527,63RD STREET,63,63rd Street & University,-87.597613,41.780548
10082,8528,67TH STREET,"N5,67",67th Street & Langley,-87.60804185,41.77315598
3540,8529,OAKTON,97,Oakton & Karlov,-87.7303185,42.02629176
16101,8530,NORTH AVENUE,72,North Ave & Kildare,-87.73391254,41.90989259
10885,8531,75TH STREET,75,75th Street & Perry,-87.62792736,41.75824295
6967,8532,CERMAK,21,7250 W Cermak,-87.80549152,41.85045949
3210,8533,63RD STREET,63,63rd Street & Kimbark,-87.5945291,41.78059651
9307,8534,BELMONT,77,Belmont & Ravenswood,-87.67376925,41.93969064
2379,9484,STATE,"29,62",State & 15th Street,-87.627442,41.862083
5573,9485,MILWAUKEE,56,Milwaukee & Kedvale,-87.73115219,41.94362431
10032,9486,KEDZIE,52A,Kedzie & 89th Street,-87.70223305,41.73166073
10420,9487,CICERO,54A,Cicero & Forest Glen,-87.74816207,41.98554967
4987,9488,BELMONT,"77,151,156",Belmont & Orchard,-87.64692439,41.93995346
1308,9489,FULLERTON,74,Fullerton & Kenton,-87.741612,41.924243
3739,9490,LAWRENCE,81,Lawrence & Karlov,-87.73058165,41.96811322
11339,9491,MONTROSE,78,Montrose & Spaulding,-87.710804,41.9611
1330,9492,FULLERTON,74,Fullerton & Washtenaw,-87.69543663,41.92473347
12483,9493,ADDISON,152,Addison & Normandy,-87.79363422,41.94543957
10527,9494,GARFIELD,55,Garfield & Paulina,-87.66678084,41.7935634
6980,9495,CERMAK,"21,322",Cermak & 58th Avenue,-87.76901519,41.85083714
3433,9496,63RD STREET,63,63rd Street & Wabash,-87.62368873,41.77994977
3,9497,JACKSON,126,Jackson & Menard,-87.76975039,41.87695725
11355,9498,MONTROSE,78,Montrose & Hermitage,-87.672528,41.961485
13003,9499,61ST STREET,59,61st Street & Prairie,-87.61913036,41.78375723
849,9500,NORTH AVENUE,72,North Ave & Linden,-87.7924506,41.90899595
8259,9501,WESTERN,49,Western & 28th Street,-87.685358,41.841226
14143,9502,CUMBERLAND,81W,Cumberland Blue Line Station,-87.8390278,41.98367954
6689,9503,POLK,157,Polk & Wolcott,-87.67387251,41.87146256
3953,9504,WACKER (upper),"6,20,134,135,136",Wacker (Upper) & Stetson,-87.621979,41.887978
3771,9505,LAWRENCE,81,Lawrence & Kenmore,-87.65634454,41.96901049
12532,9506,ADDISON,152,Addison & Wolcott,-87.67622282,41.94683298
1977,9507,DIVISION,70,Division & Lockwood,-87.758346,41.902161
11434,9508,PETERSON,84,Peterson & Kilpatrick,-87.745995,41.989862
4727,9509,MADISON,20,1633 W Madison,-87.668503,41.881385
11353,9510,MONTROSE,78,Montrose & Winchester,-87.677598,41.961412
15133,9511,CHICAGO,66,Chicago & Lawndale,-87.71848853,41.89536333
14669,9512,BERWYN,"92,146",Berwyn & Kenmore,-87.65632168,41.97814839
2792,9513,79TH STREET,79,79th Street & Dorchester,-87.59072418,41.75137793
9372,9514,87TH STREET,87,87th Street & Springfield,-87.71910687,41.73478706
6934,9515,CERMAK,21,Cermak & Wolcott,-87.673503,41.852151
7249,9516,SOUTH CHICAGO,30,South Chicago & 91st Street,-87.5558309,41.72994235
10472,9517,CICERO,54A,Cicero & Albion,-87.74828241,42.00091979
7404,9518,SOUTH CHICAGO,30,South Chicago & 71st Street/Cottage Grove,-87.60606079,41.76635783
9591,9519,AUSTIN,91,Austin & Greenfield/Hirsch,-87.775552,41.905617
9050,9520,PULASKI,53,Pulaski & 18th Street,-87.72503121,41.85714714
4739,9521,PULASKI,53A,Pulaski & 95th Street,-87.72145138,41.7202509
2583,9522,COTTAGE GROVE,4,Cottage Grove & 80th Street,-87.60531584,41.74957593
12411,9523,VINCENNES,112,Vincennes & 108th Place,-87.66015714,41.69652191
11823,9524,HARLEM,90,Harlem & Foster,-87.80695,41.974785
7131,9525,LAKE PARK,"15,28",Lake Park & 56th Street,-87.58773925,41.79362305
4152,9526,CALIFORNIA,94,California & 60th Street,-87.69340781,41.78452747
11533,9527,CENTRAL,85,Central & Waveland,-87.766883,41.947775
3871,9528,LARAMIE,57,Laramie & Huron,-87.755448,41.892911
14270,9529,RIDGE,201,Ridge & Lake,-87.68832243,42.04403388
11290,9530,KIMBALL,82,Kimball & Catalpa,-87.713609,41.981112
5869,9531,HALSTED,8,Halsted & 75th Street,-87.644115,41.757721
2891,9532,111TH STREET,111,300 E 111th Street,-87.615721,41.692643
4436,9533,ARCHER,62,Archer & 33rd Place,-87.67244471,41.83347354
5739,9534,IRVING PARK,80,Irving Park & New England,-87.79863043,41.95280371
2615,9535,79TH STREET,79,79th Street & Clyde,-87.57337793,41.75171925
12107,9536,95TH STREET,100,95th Street & Constance,-87.57901105,41.72248191
6960,9537,CERMAK,"21,322",Cermak & Ridgeland,-87.78383409,41.85083517
12686,9538,DAVIS,"93,201,205",Davis & Maple,-87.68474363,42.0471227
6887,9539,CERMAK,21,Cermak & Kildare,-87.73111485,41.85160866
13078,9540,59TH STREET,59,59th Street & Francisco,-87.69592897,41.78642754
6637,9541,POLK,"7,157",Polk Pink Line Station,-87.66966398,41.87163592
14140,9542,69TH BUS BRIDGE,71,69th Red Line Station,-87.62642075,41.7688193
805,9543,GRAND,65,Grand & Thomas,-87.71343823,41.90111858
625,9544,CHICAGO,66,Chicago & Wolcott,-87.67449,41.89603074
9363,9545,87TH STREET,87,87th Street & Cicero Terminal,-87.74165412,41.73278586
5255,9546,103RD STREET,"J14,26",103rd Street & Bensley,-87.56311,41.70818
1228,10418,FULLERTON,74,Fullerton & Surrey Court,-87.660272,41.925326
4802,10419,FOSTER,"50,92",Foster & Paulina,-87.67193428,41.97620067
15832,10420,CICERO,54,Cicero & Lake (Green Line),-87.7453863,41.88691336
11892,10421,KEDZIE,"82,93",Kedzie & Lawrence,-87.70839889,41.9687796
10006,10422,KEDZIE,52A,Kedzie & Marquette Rd,-87.70283926,41.77156188
754,10423,ILLINOIS,"2,29,65,66,124",Illinois & McClurg,-87.61786,41.891002
12058,10424,MORSE,96,Morse & Ashland,-87.67016858,42.00776964
17248,10425,LAWRENCE,81,Lawrence & Ashland,-87.66919193,41.96880374
17440,10426,ROOSEVELT,12,Roosevelt & Keeler,-87.72981934,41.8660322
2814,10427,79TH STREET,79,79th Street & South Shore,-87.54832787,41.75192184
9063,10428,31ST STREET,53,31st Street & Komensky Terminal,-87.72569191,41.83672961
9596,10429,AUSTIN,91,Austin & Iowa,-87.77526764,41.89648134
8124,10430,CICERO,"47,54B",Cicero & 51st Street,-87.74312265,41.80041925
12879,10431,PULASKI,53A,Pulaski & 96th Street,-87.72141196,41.71869185
11681,10432,CENTRAL,85A,Central & Prescott,-87.765632,41.99261
5147,10433,WALLACE,44,Wallace & Root,-87.64101939,41.81907734
4413,10434,ARCHER,62,Archer & Hamlin,-87.71862801,41.80510279
316,10435,ROOSEVELT,"12,18,130,146,192",Roosevelt & State,-87.62711056,41.86728699
3627,10436,HOWARD,"97,206",Howard & Western,-87.68974434,42.01946584
